SBAN;SEDE;MUNICIPIO;REGIONAL;DPTO;Direccion;HORARIO;ATENCION;;;;;;;;
3375;TADO;Tadó;ANTIOQUIA;Chocó;Carrera 16 No.6-22;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3146;MACHETA;Macheta;BOGOTA;Cundinamarca;Carrera 7 No. 7-32;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
1801;AGUADAS;Aguadas;CAFETERA;Caldas;Calle 7 No. 5-20;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1825;ANSERMA;Anserma;CAFETERA;Caldas;CALLE 7 No. 4-01;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
5414;LA UNION;La Unión;CAFETERA;Valle del Cauca;calle 15 N° 15/ 22-26;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1654;CANDELARIA;Candelaria;COSTA;Atlántico;Calle 12 N°11-31;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4260;SAN SEBASTIAN;San Sebastián De Buenavista;COSTA;Magdalena;Calle 5 No 5-37;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6310;CAIMITO;Caimito;COSTA;Sucre;PLAZA PRINCIPAL;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2102;EL BORDO;Patía;OCCIDENTE;Cauca;Carrera 5 frente a Palacio de Justicia;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
2106;MORALES;Morales;OCCIDENTE;Cauca;Calle 4 No.4-30 Calle Principal Morales.;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2114;CORINTO;Corinto;OCCIDENTE;Cauca;Calle 7 No. 9-41;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
2125;GUAPI;Guapi;OCCIDENTE;Cauca;Cra. 2 No.5-33 y 5-37;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4884;CONSACA;Consacá;OCCIDENTE;Nariño;Carrera 6 Calle 2 Esquina Plaza Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6967;GUACARI;Guacarí;OCCIDENTE;Valle del Cauca;Calle 4 No. 8 - 42;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1588;TOGUI;Togüí;ORIENTE;Boyacá;CALLE 3 No. 3 - 19;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3903;ALGECIRAS;Algeciras;SUR;Huila;CARRERA 5 N° 6- 59 local 101;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3904;SOLITA;Solita;SUR;Caquetá;Carrera 4 N°2-65/69 -Calle 3N°3-62/66;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3955;TARQUI;Tarqui;SUR;Huila;CRA 4 No 9 - 24 Calle 4 No. 9-24;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6631;COELLO;Coello;SUR;Tolima;Cra. 1 No 1 - 59 Esquina.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6638;LIBANO;Líbano;SUR;Tolima;Calle 4 No. 9-77;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6650;SALDAÑA;Saldaña;SUR;Tolima;Calle 12 No.14A-15;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6653;SAN LUIS;San Luis;SUR;Tolima;CALLE 7 No 5 - 36/38;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1424;ITUANGO;Ituango;ANTIOQUIA;Antioquia;Carrera Santander con Calle Berrío Edif. del Café;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1470;SAN RAFAEL;San Rafael;ANTIOQUIA;Antioquia;Calle 31 No.29-22;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2712;BUENAVISTA;Buenavista;ANTIOQUIA;Córdoba;Carrera 12 N° 9 - 26;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3320;CONDOTO;Condoto;ANTIOQUIA;Chocó;Carrera 3 No. 6-7 Barrio el Comercio;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3370;UNGUIA;Unguía;ANTIOQUIA;Chocó;CRA 3 No. 3-11/15 Calle principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3122;GIRARDOT;Girardot;BOGOTA;Cundinamarca;Carrera 14 N° 18-02 / Calle 18 N° 12 – 70;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3147;MANTA;Manta;BOGOTA;Cundinamarca;Carrera 6 No. 2-27;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
8503;PUERTO CARREÑO;Puerto Carreño;BOGOTA;Vichada;Calle 18 No. 6 - 77 Barrio Centro - Sector Bancario;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
8520;SANTA ROSALIA;Santa Rosalía;BOGOTA;Vichada;Carrera. 1 Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1860;PACORA;Pácora;CAFETERA;Caldas;CALLE 5 No 3 - 28;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5750;MISTRATO;Mistrató;CAFETERA;Risaralda;CRA 6 No 5 - 74;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6970;ROLDANILLO;Roldanillo;CAFETERA;Valle del Cauca;Calle 8 No. 7 - 31 Plaza Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1634;MANATI;Manatí;COSTA;Atlántico;Carrera 4B Nº. 7-51;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4263;SANTA ANA;Santa Ana;COSTA;Magdalena;CALLE 10 N° 3A – 20;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6364;SAN MARCOS;San Marcos;COSTA;Sucre;Calle 19 No.22 – 34;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2126;PADILLA;Padilla;OCCIDENTE;Cauca;Carrera 5 Calle 3 y 4 - Calle 10 No. -16;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2174;PURACE;Puracé;OCCIDENTE;Cauca;Carrera 3 No. 5 - 49 Calle Principal - Coconuco - Puracé;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2180;TIMBIQUI;Timbiquí;OCCIDENTE;Cauca;Calle Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4814;CUMBAL;Cumbal;OCCIDENTE;Nariño;Calle 18 No. 5-99;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4870;SAMANIEGO;Samaniego;OCCIDENTE;Nariño;Casa Pastoral Pedro Shumacher Calle 7 Cra. 8 Pasaje Peatonal Parque Solandino;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6913;GINEBRA;Ginebra;OCCIDENTE;Valle del Cauca;Calle 6 No 2-40 Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6046;VELEZ;Vélez;ORIENTE;Santander;CRA. 4 No.10-53;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3909;ALTAMIRA;Altamira;SUR;Huila;Calle 4 solar, hoy calle 6 sin nomenclatura;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3914;CAMPOALEGRE;Campolegre;SUR;Huila;Calle 18 No. 7 - 32;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6613;CHAPARRAL;Chaparral;SUR;Tolima;Carrera 9 No. 10 - 30 Barrio el Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6618;MURILLO;Murillo;SUR;Tolima;Cra. 8 No.3-85;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6625;PURIFICACION;Purificación;SUR;Tolima;CRA 4 No 7 - 13;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6654;SANTA ISABEL;Santa Isabel;SUR;Tolima;Carrera 2 No.7-49/53;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7567;SOLANO;Solano;SUR;Caquetá;Calle 5 No. 4-02 Esquina Parque Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7920;ORITO;Orito;SUR;Putumayo;Barrio Marco Fidel Suarez Calle 8;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1378;GUADALUPE;Guadalupe;ANTIOQUIA;Antioquia;Calle 50 No.48-67/69;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1472;SAN ROQUE;San Roque;ANTIOQUIA;Antioquia;Cra.20 No.20-47/51 Pal.Mpal.;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1846;LA MERCED;La Merced;CAFETERA;Caldas;Calle 15 No. 6-20/22/26/28 Predio 4 Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5746;BELEN DE UMBRIA;Belén de Umbria;CAFETERA;Risaralda;Calle 9 No 7-34 Calle 8 No. 6-46;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2120;INZA;Inzá;SUR;Cauca;CARRERA 5 N° 5A - 22;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3920;GUADALUPE;Guadalupe;SUR;Huila;CRA 6 No 4 - 24;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3930;RIVERA;Rivera;SUR;Huila;Carrera 7 No. 3-57 - 3-59;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6621;ORTEGA;Ortega;SUR;Tolima;CALLE 6 No 5 - 22;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6627;ANZOATEGUI;Anzoátegui;SUR;Tolima;Carrera 3 No. 11-60;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6641;PIEDRAS;Piedras;SUR;Tolima;CALLE 2 No 2 - 24/26;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6645;PRADO;Prado;SUR;Tolima;Cra.6 No.10-17;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1321;CAUCASIA;Caucasia;ANTIOQUIA;Antioquia;Carrera 20 No. 3 - 76 Centro Comercial Cauca Centro - Locales 101 - 102 - 103 - 125 - 126 Barrio Nueva Estrella;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1326;MUTATA;Mutatá;ANTIOQUIA;Antioquia;Carrera 10 No.10-15 Alcaldía Municipal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1370;LA CEJA;La Ceja;ANTIOQUIA;Antioquia;Calle 20 No..20-58/64;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2752;MONTELIBANO;Montelíbano;ANTIOQUIA;Córdoba;CALLE 4 N° 17 -15;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3301;ACANDI;Acandí;ANTIOQUIA;Chocó;Calle Ppal. Calle Las Flores con Calle CONSISTORIAL;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4542;SAN JUANITO;San Juanito;BOGOTA;Meta;Calle 7 No. 2-55 Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5415;CIRCASIA;Circasia;CAFETERA;Quindio;CALLE 6 No.13-60;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4240;PIVIJAY;Pivijay;COSTA;Magdalena;Carrera 15 No. 4 -23 Barrio Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6340;MAJAGUAL;Majagual;COSTA;Sucre;Calle 5 No.14-74 Calle Central;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2112;MIRANDA;Miranda;OCCIDENTE;Cauca;Cra. 6 No. 7 - 22;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2139;LOPEZ DE MICAY;López;OCCIDENTE;Cauca;Cra.2 No.2-56 Calle las Flores;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4816;GUACHUCAL;Guachucal;OCCIDENTE;Nariño;Calle 8 No. 5-37 Barrio Libertad a una cuadra del Parque;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6940;PALMIRA;Palmira;OCCIDENTE;Valle del Cauca;CALLE 30 No.26-62;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3908;AIPE;Aipe;SUR;Huila;Calle 5 CRA 4-12 ESQUINA;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6635;ESPINAL;Espinal;SUR;Tolima;Calle 9 No 4 - 49/51 Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7545;MILAN;Milán;SUR;Caquetá;Carrera 2 No.6-02 Centro Calle 6 No. 6-25;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1325;CHIGORODO;Chigorodó;ANTIOQUIA;Antioquia;CALLE 97 No. 102-30;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1348;EL RETIRO;Retiro;ANTIOQUIA;Antioquia;Calle 20 No. 19-13/19;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1381;RIONEGRO;Rionegro;ANTIOQUIA;Antioquia;Calle 43 No. 54-139 Centro Comercial San Nicolás;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1444;NECHI;Nechí;ANTIOQUIA;Antioquia;Calle 30 No. 30 - 40 Barrio La Misericordia;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1486;VALPARAISO;Valparaíso;ANTIOQUIA;Antioquia;Carrera 9 No. 9 -57;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2771;PUERTO LIBERTADOR;Puerto Libertador;ANTIOQUIA;Córdoba;Cra. 9 Nº. 8-01/03/07 Calle Principal del Comercio;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3116;CHOACHI;Choachí;BOGOTA;Cundinamarca;Carrera 3 NO 4-08;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3130;FOMEQUE;Fomeque;BOGOTA;Cundinamarca;Carrera 4 NO 4-55;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1820;BELALCAZAR;Belalcázar;CAFETERA;Caldas;Carrera 5 No. 14 - 24;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1830;SALAMINA;Salamina;CAFETERA;Caldas;CRA 7 No 4 - 73;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5445;FILANDIA;Filandia;CAFETERA;Quindio;CALLE 7 No 4 -52;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1203;ACHI;Achí;COSTA;Bolívar;Carrera 7 No.11-27 Las Delicias Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1660;SANTO TOMAS;Santo Tomás;COSTA;Atlántico;Carrera 11 Nº. 3-34;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2104;BOLIVAR;Bolívar;OCCIDENTE;Cauca;Crrera 5 No.5-21;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2118;CALOTO;Caloto;OCCIDENTE;Cauca;Calle 12 No.3-62;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4805;CORDOBA;Córdoba;OCCIDENTE;Nariño;CARRERA 3 - CALLE 3B No. 3 - 15 Parque Principal;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
4834;BELEN;Belén;OCCIDENTE;Nariño;Carrera 3 N° 3 -77;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6965;EL CERRITO;El Cerrito;OCCIDENTE;Valle del Cauca;Calle 7 No. 11 - 66;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1528;GACHANTIVA;Gachantivá;ORIENTE;Boyacá;Palacio Mpal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1244;MORALES;Morales;SANTANDERES;Bolívar;Parque Principal - Calle Central Morales;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3973;SUAZA;Suaza;SUR;Huila;Calle 7 N° 3 -27;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3980;VILLAVIEJA;Villavieja;SUR;Huila;CALLE 4 No 4-30;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6639;HERRERA Corregimiento (Del Municipio de Rioblanco - Tolima);Rioblanco;SUR;Tolima;Calle 3 No. 6 -11 Casa de la Justicia - Calle Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6680;VALLE DE SAN JUAN;Valle De San Juan;SUR;Tolima;Cra.5 No.5-60;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7540;LA MONTAÑITA;La Montañita;SUR;Caquetá;Carrera Quinta- Frente al Parque Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7910;LA HORMIGA;La Hormiga;SUR;Putumayo;Carrera 6A No 9-47;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1332;TURBO;Turbo;ANTIOQUIA;Antioquia;CRA. 14 N° 100 - 55/57/59/61;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1352;APARTADO;Apartadó;ANTIOQUIA;Antioquia;CALLE 30 # 25 - 13;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1353;EBEJICO;Ebéjico;ANTIOQUIA;Antioquia;CALLE 20 No. 20-11/29/CARRERA 20 No. 20-11;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1363;LA PINTADA;La Pintada;ANTIOQUIA;Antioquia;Calle 30A No. 30 - 84 Sector el Crucero;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1484;VALDIVIA;Valdivia;ANTIOQUIA;Antioquia;Carrera 10 No. 10 – 24/28 Local 101;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
2701;AYAPEL;Ayapel;ANTIOQUIA;Córdoba;Calle 8 A No.1 - 48 - Centro Comercial Bulevar - Ayapel - Córdoba;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1834;MARULANDA;Marulanda;CAFETERA;Caldas;CALLE 6 No 5 - 23;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1855;VITERBO;Viterbo;CAFETERA;Caldas;Calle 9 No 7-34 Calle 8 No. 6-46;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5450;SALENTO;Salento;CAFETERA;Quindio;CALLE 6 No 6 - 20 CARRERA 7 No. 5-21 PLAZA PRINCIPAL - CALLE 7 No. 7 -21;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1620;SABANALARGA;Sabanalarga;COSTA;Atlántico;Carrera 21 N° 22-09;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6324;GUARANDA;Guaranda;COSTA;Sucre;Carrera 5 # 6-05;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2101;EL TAMBO;El Tambo;OCCIDENTE;Cauca;Calle 3 No. 3 -37;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2165;SAN SEBASTIAN;San Sebastián;OCCIDENTE;Cauca;Calle 3 No. 6-74;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4840;LA CRUZ;La Cruz;OCCIDENTE;Nariño;Calle 8 No. 10-70/78;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6931;LA CUMBRE;La Cumbre;OCCIDENTE;Valle del Cauca;Calle 4 No.1B-135;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6943;FLORIDA;Florida;OCCIDENTE;Valle del Cauca;Calle 9 No. 20-01;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3901;ACEVEDO;Acevedo;SUR;Huila;Carrera 4 No 6 -19/25 Acevedo - Huila;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6605;ALVARADO;Alvarado;SUR;Tolima;Calle 3 No 3-18/22/24 Barrio Centro;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6646;RIOBLANCO;Rioblanco;SUR;Tolima;CALLE 3 No 5 - 29;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6648;DOLORES;Dolores;SUR;Tolima;CRA. 7 No.2-09/17;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7525;EL PAUJIL;El Paujil;SUR;Caquetá;CALLE 5 No 5 - 35 Barrio Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1320;EL BAGRE;El Bagre;ANTIOQUIA;Antioquia;Carrera 48 No. 50-33;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1342;BOLIVAR;Ciudad Bolívar;ANTIOQUIA;Antioquia;Carrera 51 N° 48-25;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1354;CAICEDO;Caicedo;ANTIOQUIA;Antioquia;Calle 5 No.4-29 PARQUE PRINCIPAL;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1361;CAMPAMENTO;Campamento;ANTIOQUIA;Antioquia;Calle 10 No. 10-06;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
